** Nome da estrutura **
Nome
sm
_____________________________________________________

** Coordenadas da estrutura **
x (m)	y (m)	z (m)
0.0	0.0	0.0
10.0	0.0	0.0
10.0	10.0	0.0
0.0	10.0	0.0
_____________________________________________________

** Nos **
Id	x (m)	y (m)	z (m)	Sup	Carga conc	Desl
116	5.5	2.5	0.0	-1	null	null
117	6.0	2.5	0.0	-1	null	null
118	6.5	2.5	0.0	-1	null	null
119	7.0	2.5	0.0	-1	null	null
120	7.5	2.5	0.0	-1	null	null
121	8.0	2.5	0.0	-1	null	null
122	8.5	2.5	0.0	-1	null	null
123	9.0	2.5	0.0	-1	null	null
124	9.5	2.5	0.0	-1	null	null
125	10.0	2.5	0.0	2	null	null
126	0.0	3.0	0.0	2	null	null
127	0.5	3.0	0.0	-1	null	null
128	1.0	3.0	0.0	-1	null	null
129	1.5	3.0	0.0	-1	null	null
130	2.0	3.0	0.0	-1	null	null
131	2.5	3.0	0.0	-1	null	null
132	3.0	3.0	0.0	-1	null	null
133	3.5	3.0	0.0	-1	null	null
134	4.0	3.0	0.0	-1	null	null
135	4.5	3.0	0.0	-1	null	null
136	5.0	3.0	0.0	-1	null	null
137	5.5	3.0	0.0	-1	null	null
138	6.0	3.0	0.0	-1	null	null
139	6.5	3.0	0.0	-1	null	null
140	7.0	3.0	0.0	-1	null	null
141	7.5	3.0	0.0	-1	null	null
142	8.0	3.0	0.0	-1	null	null
143	8.5	3.0	0.0	-1	null	null
144	9.0	3.0	0.0	-1	null	null
145	9.5	3.0	0.0	-1	null	null
146	10.0	3.0	0.0	2	null	null
147	0.0	3.5	0.0	2	null	null
148	0.5	3.5	0.0	-1	null	null
149	1.0	3.5	0.0	-1	null	null
150	1.5	3.5	0.0	-1	null	null
151	2.0	3.5	0.0	-1	null	null
152	2.5	3.5	0.0	-1	null	null
153	3.0	3.5	0.0	-1	null	null
154	3.5	3.5	0.0	-1	null	null
155	4.0	3.5	0.0	-1	null	null
156	4.5	3.5	0.0	-1	null	null
157	5.0	3.5	0.0	-1	null	null
158	5.5	3.5	0.0	-1	null	null
159	6.0	3.5	0.0	-1	null	null
160	6.5	3.5	0.0	-1	null	null
161	7.0	3.5	0.0	-1	null	null
162	7.5	3.5	0.0	-1	null	null
163	8.0	3.5	0.0	-1	null	null
164	8.5	3.5	0.0	-1	null	null
165	9.0	3.5	0.0	-1	null	null
166	9.5	3.5	0.0	-1	null	null
167	10.0	3.5	0.0	2	null	null
168	0.0	4.0	0.0	2	null	null
169	0.5	4.0	0.0	-1	null	null
170	1.0	4.0	0.0	-1	null	null
171	1.5	4.0	0.0	-1	null	null
172	2.0	4.0	0.0	-1	null	null
173	2.5	4.0	0.0	-1	null	null
174	3.0	4.0	0.0	-1	null	null
175	3.5	4.0	0.0	-1	null	null
176	4.0	4.0	0.0	-1	null	null
177	4.5	4.0	0.0	-1	null	null
178	5.0	4.0	0.0	-1	null	null
179	5.5	4.0	0.0	-1	null	null
180	6.0	4.0	0.0	-1	null	null
181	6.5	4.0	0.0	-1	null	null
182	7.0	4.0	0.0	-1	null	null
183	7.5	4.0	0.0	-1	null	null
184	8.0	4.0	0.0	-1	null	null
185	8.5	4.0	0.0	-1	null	null
186	9.0	4.0	0.0	-1	null	null
187	9.5	4.0	0.0	-1	null	null
188	10.0	4.0	0.0	2	null	null
189	0.0	4.5	0.0	2	null	null
190	0.5	4.5	0.0	-1	null	null
191	1.0	4.5	0.0	-1	null	null
192	1.5	4.5	0.0	-1	null	null
193	2.0	4.5	0.0	-1	null	null
194	2.5	4.5	0.0	-1	null	null
195	3.0	4.5	0.0	-1	null	null
196	3.5	4.5	0.0	-1	null	null
197	4.0	4.5	0.0	-1	null	null
198	4.5	4.5	0.0	-1	null	null
199	5.0	4.5	0.0	-1	null	null
200	5.5	4.5	0.0	-1	null	null
201	6.0	4.5	0.0	-1	null	null
202	6.5	4.5	0.0	-1	null	null
203	7.0	4.5	0.0	-1	null	null
204	7.5	4.5	0.0	-1	null	null
205	8.0	4.5	0.0	-1	null	null
206	8.5	4.5	0.0	-1	null	null
207	9.0	4.5	0.0	-1	null	null
208	9.5	4.5	0.0	-1	null	null
209	10.0	4.5	0.0	2	null	null
210	0.0	5.0	0.0	2	null	null
211	0.5	5.0	0.0	-1	null	null
212	1.0	5.0	0.0	-1	null	null
213	1.5	5.0	0.0	-1	null	null
214	2.0	5.0	0.0	-1	null	null
215	2.5	5.0	0.0	-1	null	null
216	3.0	5.0	0.0	-1	null	null
217	3.5	5.0	0.0	-1	null	null
218	4.0	5.0	0.0	-1	null	null
219	4.5	5.0	0.0	-1	null	null
220	5.0	5.0	0.0	-1	null	null
221	5.5	5.0	0.0	-1	null	null
222	6.0	5.0	0.0	-1	null	null
223	6.5	5.0	0.0	-1	null	null
224	7.0	5.0	0.0	-1	null	null
225	7.5	5.0	0.0	-1	null	null
226	8.0	5.0	0.0	-1	null	null
227	8.5	5.0	0.0	-1	null	null
228	9.0	5.0	0.0	-1	null	null
229	9.5	5.0	0.0	-1	null	null
230	10.0	5.0	0.0	2	null	null
231	0.0	5.5	0.0	2	null	null
232	0.5	5.5	0.0	-1	null	null
233	1.0	5.5	0.0	-1	null	null
234	1.5	5.5	0.0	-1	null	null
235	2.0	5.5	0.0	-1	null	null
236	2.5	5.5	0.0	-1	null	null
237	3.0	5.5	0.0	-1	null	null
238	3.5	5.5	0.0	-1	null	null
239	4.0	5.5	0.0	-1	null	null
240	4.5	5.5	0.0	-1	null	null
241	5.0	5.5	0.0	-1	null	null
242	5.5	5.5	0.0	-1	null	null
243	6.0	5.5	0.0	-1	null	null
244	6.5	5.5	0.0	-1	null	null
245	7.0	5.5	0.0	-1	null	null
246	7.5	5.5	0.0	-1	null	null
247	8.0	5.5	0.0	-1	null	null
248	8.5	5.5	0.0	-1	null	null
249	9.0	5.5	0.0	-1	null	null
250	9.5	5.5	0.0	-1	null	null
251	10.0	5.5	0.0	2	null	null
252	0.0	6.0	0.0	2	null	null
253	0.5	6.0	0.0	-1	null	null
254	1.0	6.0	0.0	-1	null	null
255	1.5	6.0	0.0	-1	null	null
256	2.0	6.0	0.0	-1	null	null
257	2.5	6.0	0.0	-1	null	null
258	3.0	6.0	0.0	-1	null	null
259	3.5	6.0	0.0	-1	null	null
260	4.0	6.0	0.0	-1	null	null
261	4.5	6.0	0.0	-1	null	null
262	5.0	6.0	0.0	-1	null	null
263	5.5	6.0	0.0	-1	null	null
264	6.0	6.0	0.0	-1	null	null
265	6.5	6.0	0.0	-1	null	null
266	7.0	6.0	0.0	-1	null	null
267	7.5	6.0	0.0	-1	null	null
268	8.0	6.0	0.0	-1	null	null
269	8.5	6.0	0.0	-1	null	null
270	9.0	6.0	0.0	-1	null	null
271	9.5	6.0	0.0	-1	null	null
272	10.0	6.0	0.0	2	null	null
273	0.0	6.5	0.0	2	null	null
274	0.5	6.5	0.0	-1	null	null
275	1.0	6.5	0.0	-1	null	null
276	1.5	6.5	0.0	-1	null	null
277	2.0	6.5	0.0	-1	null	null
278	2.5	6.5	0.0	-1	null	null
279	3.0	6.5	0.0	-1	null	null
280	3.5	6.5	0.0	-1	null	null
281	4.0	6.5	0.0	-1	null	null
282	4.5	6.5	0.0	-1	null	null
283	5.0	6.5	0.0	-1	null	null
284	5.5	6.5	0.0	-1	null	null
285	6.0	6.5	0.0	-1	null	null
286	6.5	6.5	0.0	-1	null	null
287	7.0	6.5	0.0	-1	null	null
288	7.5	6.5	0.0	-1	null	null
289	8.0	6.5	0.0	-1	null	null
290	8.5	6.5	0.0	-1	null	null
291	9.0	6.5	0.0	-1	null	null
292	9.5	6.5	0.0	-1	null	null
293	10.0	6.5	0.0	2	null	null
294	0.0	7.0	0.0	2	null	null
295	0.5	7.0	0.0	-1	null	null
296	1.0	7.0	0.0	-1	null	null
297	1.5	7.0	0.0	-1	null	null
298	2.0	7.0	0.0	-1	null	null
299	2.5	7.0	0.0	-1	null	null
300	3.0	7.0	0.0	-1	null	null
301	3.5	7.0	0.0	-1	null	null
302	4.0	7.0	0.0	-1	null	null
303	4.5	7.0	0.0	-1	null	null
304	5.0	7.0	0.0	-1	null	null
305	5.5	7.0	0.0	-1	null	null
306	6.0	7.0	0.0	-1	null	null
307	6.5	7.0	0.0	-1	null	null
308	7.0	7.0	0.0	-1	null	null
309	7.5	7.0	0.0	-1	null	null
310	8.0	7.0	0.0	-1	null	null
311	8.5	7.0	0.0	-1	null	null
312	9.0	7.0	0.0	-1	null	null
313	9.5	7.0	0.0	-1	null	null
314	10.0	7.0	0.0	2	null	null
315	0.0	7.5	0.0	2	null	null
316	0.5	7.5	0.0	-1	null	null
317	1.0	7.5	0.0	-1	null	null
318	1.5	7.5	0.0	-1	null	null
319	2.0	7.5	0.0	-1	null	null
320	2.5	7.5	0.0	-1	null	null
321	3.0	7.5	0.0	-1	null	null
322	3.5	7.5	0.0	-1	null	null
323	4.0	7.5	0.0	-1	null	null
324	4.5	7.5	0.0	-1	null	null
325	5.0	7.5	0.0	-1	null	null
326	5.5	7.5	0.0	-1	null	null
327	6.0	7.5	0.0	-1	null	null
328	6.5	7.5	0.0	-1	null	null
329	7.0	7.5	0.0	-1	null	null
330	7.5	7.5	0.0	-1	null	null
331	8.0	7.5	0.0	-1	null	null
332	8.5	7.5	0.0	-1	null	null
333	9.0	7.5	0.0	-1	null	null
334	9.5	7.5	0.0	-1	null	null
335	10.0	7.5	0.0	2	null	null
336	0.0	8.0	0.0	2	null	null
337	0.5	8.0	0.0	-1	null	null
338	1.0	8.0	0.0	-1	null	null
339	1.5	8.0	0.0	-1	null	null
340	2.0	8.0	0.0	-1	null	null
341	2.5	8.0	0.0	-1	null	null
342	3.0	8.0	0.0	-1	null	null
343	3.5	8.0	0.0	-1	null	null
344	4.0	8.0	0.0	-1	null	null
345	4.5	8.0	0.0	-1	null	null
346	5.0	8.0	0.0	-1	null	null
347	5.5	8.0	0.0	-1	null	null
348	6.0	8.0	0.0	-1	null	null
349	6.5	8.0	0.0	-1	null	null
350	7.0	8.0	0.0	-1	null	null
351	7.5	8.0	0.0	-1	null	null
352	8.0	8.0	0.0	-1	null	null
353	8.5	8.0	0.0	-1	null	null
354	9.0	8.0	0.0	-1	null	null
355	9.5	8.0	0.0	-1	null	null
356	10.0	8.0	0.0	2	null	null
357	0.0	8.5	0.0	2	null	null
358	0.5	8.5	0.0	-1	null	null
359	1.0	8.5	0.0	-1	null	null
360	1.5	8.5	0.0	-1	null	null
361	2.0	8.5	0.0	-1	null	null
362	2.5	8.5	0.0	-1	null	null
363	3.0	8.5	0.0	-1	null	null
364	3.5	8.5	0.0	-1	null	null
365	4.0	8.5	0.0	-1	null	null
366	4.5	8.5	0.0	-1	null	null
367	5.0	8.5	0.0	-1	null	null
368	5.5	8.5	0.0	-1	null	null
369	6.0	8.5	0.0	-1	null	null
370	6.5	8.5	0.0	-1	null	null
371	7.0	8.5	0.0	-1	null	null
372	7.5	8.5	0.0	-1	null	null
373	8.0	8.5	0.0	-1	null	null
374	8.5	8.5	0.0	-1	null	null
375	9.0	8.5	0.0	-1	null	null
376	9.5	8.5	0.0	-1	null	null
377	10.0	8.5	0.0	2	null	null
378	0.0	9.0	0.0	2	null	null
379	0.5	9.0	0.0	-1	null	null
380	1.0	9.0	0.0	-1	null	null
381	1.5	9.0	0.0	-1	null	null
382	2.0	9.0	0.0	-1	null	null
383	2.5	9.0	0.0	-1	null	null
384	3.0	9.0	0.0	-1	null	null
385	3.5	9.0	0.0	-1	null	null
386	4.0	9.0	0.0	-1	null	null
387	4.5	9.0	0.0	-1	null	null
388	5.0	9.0	0.0	-1	null	null
389	5.5	9.0	0.0	-1	null	null
390	6.0	9.0	0.0	-1	null	null
391	6.5	9.0	0.0	-1	null	null
392	7.0	9.0	0.0	-1	null	null
393	7.5	9.0	0.0	-1	null	null
394	8.0	9.0	0.0	-1	null	null
395	8.5	9.0	0.0	-1	null	null
396	9.0	9.0	0.0	-1	null	null
397	9.5	9.0	0.0	-1	null	null
398	10.0	9.0	0.0	2	null	null
399	0.0	9.5	0.0	2	null	null
400	0.5	9.5	0.0	-1	null	null
401	1.0	9.5	0.0	-1	null	null
402	1.5	9.5	0.0	-1	null	null
403	2.0	9.5	0.0	-1	null	null
404	2.5	9.5	0.0	-1	null	null
405	3.0	9.5	0.0	-1	null	null
406	3.5	9.5	0.0	-1	null	null
407	4.0	9.5	0.0	-1	null	null
408	4.5	9.5	0.0	-1	null	null
409	5.0	9.5	0.0	-1	null	null
410	5.5	9.5	0.0	-1	null	null
411	6.0	9.5	0.0	-1	null	null
412	6.5	9.5	0.0	-1	null	null
413	7.0	9.5	0.0	-1	null	null
414	7.5	9.5	0.0	-1	null	null
415	8.0	9.5	0.0	-1	null	null
416	8.5	9.5	0.0	-1	null	null
417	9.0	9.5	0.0	-1	null	null
418	9.5	9.5	0.0	-1	null	null
419	10.0	9.5	0.0	2	null	null
420	0.0	10.0	0.0	2	null	null
421	0.5	10.0	0.0	2	null	null
422	1.0	10.0	0.0	2	null	null
423	1.5	10.0	0.0	2	null	null
424	2.0	10.0	0.0	2	null	null
425	2.5	10.0	0.0	2	null	null
426	3.0	10.0	0.0	2	null	null
427	3.5	10.0	0.0	2	null	null
428	4.0	10.0	0.0	2	null	null
429	4.5	10.0	0.0	2	null	null
430	5.0	10.0	0.0	2	null	null
431	5.5	10.0	0.0	2	null	null
432	6.0	10.0	0.0	2	null	null
433	6.5	10.0	0.0	2	null	null
434	7.0	10.0	0.0	2	null	null
435	7.5	10.0	0.0	2	null	null
436	8.0	10.0	0.0	2	null	null
437	8.5	10.0	0.0	2	null	null
438	9.0	10.0	0.0	2	null	null
439	9.5	10.0	0.0	2	null	null
440	10.0	10.0	0.0	2	null	null
_____________________________________________________

** Elementos **
Id	Tipo	No1	No2	No3	Mat	Sec
0	MR1	0	1	22	21	0	0
1	MR1	1	2	23	22	0	0
2	MR1	2	3	24	23	0	0
3	MR1	3	4	25	24	0	0
4	MR1	4	5	26	25	0	0
5	MR1	5	6	27	26	0	0
6	MR1	6	7	28	27	0	0
7	MR1	7	8	29	28	0	0
8	MR1	8	9	30	29	0	0
9	MR1	9	10	31	30	0	0
10	MR1	10	11	32	31	0	0
11	MR1	11	12	33	32	0	0
12	MR1	12	13	34	33	0	0
13	MR1	13	14	35	34	0	0
14	MR1	14	15	36	35	0	0
15	MR1	15	16	37	36	0	0
16	MR1	16	17	38	37	0	0
17	MR1	17	18	39	38	0	0
18	MR1	18	19	40	39	0	0
19	MR1	19	20	41	40	0	0
20	MR1	21	22	43	42	0	0
21	MR1	22	23	44	43	0	0
22	MR1	23	24	45	44	0	0
23	MR1	24	25	46	45	0	0
24	MR1	25	26	47	46	0	0
25	MR1	26	27	48	47	0	0
26	MR1	27	28	49	48	0	0
27	MR1	28	29	50	49	0	0
28	MR1	29	30	51	50	0	0
29	MR1	30	31	52	51	0	0
30	MR1	31	32	53	52	0	0
31	MR1	32	33	54	53	0	0
32	MR1	33	34	55	54	0	0
33	MR1	34	35	56	55	0	0
34	MR1	35	36	57	56	0	0
35	MR1	36	37	58	57	0	0
36	MR1	37	38	59	58	0	0
37	MR1	38	39	60	59	0	0
38	MR1	39	40	61	60	0	0
39	MR1	40	41	62	61	0	0
40	MR1	42	43	64	63	0	0
41	MR1	43	44	65	64	0	0
42	MR1	44	45	66	65	0	0
43	MR1	45	46	67	66	0	0
44	MR1	46	47	68	67	0	0
45	MR1	47	48	69	68	0	0
46	MR1	48	49	70	69	0	0
47	MR1	49	50	71	70	0	0
48	MR1	50	51	72	71	0	0
49	MR1	51	52	73	72	0	0
50	MR1	52	53	74	73	0	0
51	MR1	53	54	75	74	0	0
52	MR1	54	55	76	75	0	0
53	MR1	55	56	77	76	0	0
54	MR1	56	57	78	77	0	0
55	MR1	57	58	79	78	0	0
56	MR1	58	59	80	79	0	0
57	MR1	59	60	81	80	0	0
58	MR1	60	61	82	81	0	0
59	MR1	61	62	83	82	0	0
60	MR1	63	64	85	84	0	0
61	MR1	64	65	86	85	0	0
62	MR1	65	66	87	86	0	0
63	MR1	66	67	88	87	0	0
64	MR1	67	68	89	88	0	0
65	MR1	68	69	90	89	0	0
66	MR1	69	70	91	90	0	0
67	MR1	70	71	92	91	0	0
68	MR1	71	72	93	92	0	0
69	MR1	72	73	94	93	0	0
70	MR1	73	74	95	94	0	0
71	MR1	74	75	96	95	0	0
72	MR1	75	76	97	96	0	0
73	MR1	76	77	98	97	0	0
74	MR1	77	78	99	98	0	0
75	MR1	78	79	100	99	0	0
76	MR1	79	80	101	100	0	0
77	MR1	80	81	102	101	0	0
78	MR1	81	82	103	102	0	0
79	MR1	82	83	104	103	0	0
80	MR1	84	85	106	105	0	0
81	MR1	85	86	107	106	0	0
82	MR1	86	87	108	107	0	0
83	MR1	87	88	109	108	0	0
84	MR1	88	89	110	109	0	0
85	MR1	89	90	111	110	0	0
86	MR1	90	91	112	111	0	0
87	MR1	91	92	113	112	0	0
88	MR1	92	93	114	113	0	0
89	MR1	93	94	115	114	0	0
90	MR1	94	95	116	115	0	0
91	MR1	95	96	117	116	0	0
92	MR1	96	97	118	117	0	0
93	MR1	97	98	119	118	0	0
94	MR1	98	99	120	119	0	0
95	MR1	99	100	121	120	0	0
96	MR1	100	101	122	121	0	0
97	MR1	101	102	123	122	0	0
98	MR1	102	103	124	123	0	0
99	MR1	103	104	125	124	0	0
100	MR1	105	106	127	126	0	0
101	MR1	106	107	128	127	0	0
102	MR1	107	108	129	128	0	0
103	MR1	108	109	130	129	0	0
104	MR1	109	110	131	130	0	0
105	MR1	110	111	132	131	0	0
106	MR1	111	112	133	132	0	0
107	MR1	112	113	134	133	0	0
108	MR1	113	114	135	134	0	0
109	MR1	114	115	136	135	0	0
110	MR1	115	116	137	136	0	0
111	MR1	116	117	138	137	0	0
112	MR1	117	118	139	138	0	0
113	MR1	118	119	140	139	0	0
114	MR1	119	120	141	140	0	0
115	MR1	120	121	142	141	0	0
116	MR1	121	122	143	142	0	0
117	MR1	122	123	144	143	0	0
118	MR1	123	124	145	144	0	0
119	MR1	124	125	146	145	0	0
120	MR1	126	127	148	147	0	0
121	MR1	127	128	149	148	0	0
122	MR1	128	129	150	149	0	0
123	MR1	129	130	151	150	0	0
124	MR1	130	131	152	151	0	0
125	MR1	131	132	153	152	0	0
126	MR1	132	133	154	153	0	0
127	MR1	133	134	155	154	0	0
128	MR1	134	135	156	155	0	0
129	MR1	135	136	157	156	0	0
130	MR1	136	137	158	157	0	0
131	MR1	137	138	159	158	0	0
132	MR1	138	139	160	159	0	0
133	MR1	139	140	161	160	0	0
134	MR1	140	141	162	161	0	0
135	MR1	141	142	163	162	0	0
136	MR1	142	143	164	163	0	0
137	MR1	143	144	165	164	0	0
138	MR1	144	145	166	165	0	0
139	MR1	145	146	167	166	0	0
140	MR1	147	148	169	168	0	0
141	MR1	148	149	170	169	0	0
142	MR1	149	150	171	170	0	0
143	MR1	150	151	172	171	0	0
144	MR1	151	152	173	172	0	0
145	MR1	152	153	174	173	0	0
146	MR1	153	154	175	174	0	0
147	MR1	154	155	176	175	0	0
148	MR1	155	156	177	176	0	0
149	MR1	156	157	178	177	0	0
150	MR1	157	158	179	178	0	0
151	MR1	158	159	180	179	0	0
152	MR1	159	160	181	180	0	0
153	MR1	160	161	182	181	0	0
154	MR1	161	162	183	182	0	0
155	MR1	162	163	184	183	0	0
156	MR1	163	164	185	184	0	0
157	MR1	164	165	186	185	0	0
158	MR1	165	166	187	186	0	0
159	MR1	166	167	188	187	0	0
160	MR1	168	169	190	189	0	0
161	MR1	169	170	191	190	0	0
162	MR1	170	171	192	191	0	0
163	MR1	171	172	193	192	0	0
164	MR1	172	173	194	193	0	0
165	MR1	173	174	195	194	0	0
166	MR1	174	175	196	195	0	0
167	MR1	175	176	197	196	0	0
168	MR1	176	177	198	197	0	0
169	MR1	177	178	199	198	0	0
170	MR1	178	179	200	199	0	0
171	MR1	179	180	201	200	0	0
172	MR1	180	181	202	201	0	0
173	MR1	181	182	203	202	0	0
174	MR1	182	183	204	203	0	0
175	MR1	183	184	205	204	0	0
176	MR1	184	185	206	205	0	0
177	MR1	185	186	207	206	0	0
178	MR1	186	187	208	207	0	0
179	MR1	187	188	209	208	0	0
180	MR1	189	190	211	210	0	0
181	MR1	190	191	212	211	0	0
182	MR1	191	192	213	212	0	0
183	MR1	192	193	214	213	0	0
184	MR1	193	194	215	214	0	0
185	MR1	194	195	216	215	0	0
186	MR1	195	196	217	216	0	0
187	MR1	196	197	218	217	0	0
188	MR1	197	198	219	218	0	0
189	MR1	198	199	220	219	0	0
190	MR1	199	200	221	220	0	0
191	MR1	200	201	222	221	0	0
192	MR1	201	202	223	222	0	0
193	MR1	202	203	224	223	0	0
194	MR1	203	204	225	224	0	0
195	MR1	204	205	226	225	0	0
196	MR1	205	206	227	226	0	0
197	MR1	206	207	228	227	0	0
198	MR1	207	208	229	228	0	0
199	MR1	208	209	230	229	0	0
200	MR1	210	211	232	231	0	0
201	MR1	211	212	233	232	0	0
202	MR1	212	213	234	233	0	0
203	MR1	213	214	235	234	0	0
204	MR1	214	215	236	235	0	0
205	MR1	215	216	237	236	0	0
206	MR1	216	217	238	237	0	0
207	MR1	217	218	239	238	0	0
208	MR1	218	219	240	239	0	0
209	MR1	219	220	241	240	0	0
210	MR1	220	221	242	241	0	0
211	MR1	221	222	243	242	0	0
212	MR1	222	223	244	243	0	0
213	MR1	223	224	245	244	0	0
214	MR1	224	225	246	245	0	0
215	MR1	225	226	247	246	0	0
216	MR1	226	227	248	247	0	0
217	MR1	227	228	249	248	0	0
218	MR1	228	229	250	249	0	0
219	MR1	229	230	251	250	0	0
220	MR1	231	232	253	252	0	0
221	MR1	232	233	254	253	0	0
222	MR1	233	234	255	254	0	0
223	MR1	234	235	256	255	0	0
224	MR1	235	236	257	256	0	0
225	MR1	236	237	258	257	0	0
226	MR1	237	238	259	258	0	0
227	MR1	238	239	260	259	0	0
228	MR1	239	240	261	260	0	0
229	MR1	240	241	262	261	0	0
230	MR1	241	242	263	262	0	0
231	MR1	242	243	264	263	0	0
232	MR1	243	244	265	264	0	0
233	MR1	244	245	266	265	0	0
234	MR1	245	246	267	266	0	0
235	MR1	246	247	268	267	0	0
236	MR1	247	248	269	268	0	0
237	MR1	248	249	270	269	0	0
238	MR1	249	250	271	270	0	0
239	MR1	250	251	272	271	0	0
240	MR1	252	253	274	273	0	0
241	MR1	253	254	275	274	0	0
242	MR1	254	255	276	275	0	0
243	MR1	255	256	277	276	0	0
244	MR1	256	257	278	277	0	0
245	MR1	257	258	279	278	0	0
246	MR1	258	259	280	279	0	0
247	MR1	259	260	281	280	0	0
