** Nome da estrutura **
Nome	
vigadeaco
_____________________________________________________

** Coordenadas da estrutura **
x (m)	y (m)	z (m)	
2.0	7.0	0.0
2.0	4.0	0.0
9.0	4.0	0.0
9.0	7.0	0.0
_____________________________________________________

** Nos **
Id	x (m)	y (m)	z (m)	Sup	Carga conc	Desl	
75	4.625	7.0	0.0	-1	null	null
76	5.5	7.0	0.0	-1	null	null
77	6.375	7.0	0.0	-1	null	null
78	7.25	7.0	0.0	-1	null	null
79	8.125	7.0	0.0	-1	null	null
80	9.0	7.0	0.0	-1	null	null
_____________________________________________________

** Elementos **
Id	Tipo	No1	No2	No3	Mat	Sec	
0	T3G	0	1	9	0	0
1	T3G	10	9	1	0	0
2	T3G	1	2	10	0	0
3	T3G	11	10	2	0	0
4	T3G	2	3	11	0	0
5	T3G	12	11	3	0	0
6	T3G	3	4	12	0	0
7	T3G	13	12	4	0	0
8	T3G	4	5	13	0	0
9	T3G	14	13	5	0	0
10	T3G	5	6	14	0	0
11	T3G	15	14	6	0	0
12	T3G	6	7	15	0	0
13	T3G	16	15	7	0	0
14	T3G	7	8	16	0	0
15	T3G	17	16	8	0	0
16	T3G	9	10	18	0	0
17	T3G	19	18	10	0	0
18	T3G	10	11	19	0	0
19	T3G	20	19	11	0	0
20	T3G	11	12	20	0	0
21	T3G	21	20	12	0	0
22	T3G	12	13	21	0	0
23	T3G	22	21	13	0	0
24	T3G	13	14	22	0	0
25	T3G	23	22	14	0	0
26	T3G	14	15	23	0	0
27	T3G	24	23	15	0	0
28	T3G	15	16	24	0	0
29	T3G	25	24	16	0	0
30	T3G	16	17	25	0	0
31	T3G	26	25	17	0	0
32	T3G	18	19	27	0	0
33	T3G	28	27	19	0	0
34	T3G	19	20	28	0	0
35	T3G	29	28	20	0	0
36	T3G	20	21	29	0	0
37	T3G	30	29	21	0	0
38	T3G	21	22	30	0	0
39	T3G	31	30	22	0	0
40	T3G	22	23	31	0	0
41	T3G	32	31	23	0	0
42	T3G	23	24	32	0	0
43	T3G	33	32	24	0	0
44	T3G	24	25	33	0	0
45	T3G	34	33	25	0	0
46	T3G	25	26	34	0	0
47	T3G	35	34	26	0	0
48	T3G	27	28	36	0	0
49	T3G	37	36	28	0	0
50	T3G	28	29	37	0	0
51	T3G	38	37	29	0	0
52	T3G	29	30	38	0	0
53	T3G	39	38	30	0	0
54	T3G	30	31	39	0	0
55	T3G	40	39	31	0	0
56	T3G	31	32	40	0	0
57	T3G	41	40	32	0	0
58	T3G	32	33	41	0	0
59	T3G	42	41	33	0	0
60	T3G	33	34	42	0	0
61	T3G	43	42	34	0	0
62	T3G	34	35	43	0	0
63	T3G	44	43	35	0	0
64	T3G	36	37	45	0	0
65	T3G	46	45	37	0	0
66	T3G	37	38	46	0	0
67	T3G	47	46	38	0	0
68	T3G	38	39	47	0	0
69	T3G	48	47	39	0	0
70	T3G	39	40	48	0	0
71	T3G	49	48	40	0	0
72	T3G	40	41	49	0	0
73	T3G	50	49	41	0	0
74	T3G	41	42	50	0	0
75	T3G	51	50	42	0	0
76	T3G	42	43	51	0	0
77	T3G	52	51	43	0	0
78	T3G	43	44	52	0	0
79	T3G	53	52	44	0	0
80	T3G	45	46	54	0	0
81	T3G	55	54	46	0	0
82	T3G	46	47	55	0	0
83	T3G	56	55	47	0	0
84	T3G	47	48	56	0	0
85	T3G	57	56	48	0	0
86	T3G	48	49	57	0	0
87	T3G	58	57	49	0	0
88	T3G	49	50	58	0	0
89	T3G	59	58	50	0	0
90	T3G	50	51	59	0	0
91	T3G	60	59	51	0	0
92	T3G	51	52	60	0	0
93	T3G	61	60	52	0	0
94	T3G	52	53	61	0	0
95	T3G	62	61	53	0	0
96	T3G	54	55	63	0	0
97	T3G	64	63	55	0	0
98	T3G	55	56	64	0	0
99	T3G	65	64	56	0	0
100	T3G	56	57	65	0	0
101	T3G	66	65	57	0	0
102	T3G	57	58	66	0	0
103	T3G	67	66	58	0	0
104	T3G	58	59	67	0	0
105	T3G	68	67	59	0	0
106	T3G	59	60	68	0	0
107	T3G	69	68	60	0	0
108	T3G	60	61	69	0	0
109	T3G	70	69	61	0	0
110	T3G	61	62	70	0	0
111	T3G	71	70	62	0	0
112	T3G	63	64	72	0	0
113	T3G	73	72	64	0	0
114	T3G	64	65	73	0	0
115	T3G	74	73	65	0	0
116	T3G	65	66	74	0	0
117	T3G	75	74	66	0	0
118	T3G	66	67	75	0	0
119	T3G	76	75	67	0	0
120	T3G	67	68	76	0	0
121	T3G	77	76	68	0	0
122	T3G	68	69	77	0	0
123	T3G	78	77	69	0	0
124	T3G	69	70	78	0	0
125	T3G	79	78	70	0	0
126	T3G	70	71	79	0	0
127	T3G	80	79	71	0	0
_____________________________________________________

** Materiais **
Id	E (GPa)	v	fu (MPa)	
0	200.0	0.2	500.0
_____________________________________________________

** Secoes **
Id	Espessura (mm)	
0	100.0
_____________________________________________________

** Apoios **
Id	No	Rx	Ry	Rz	Tetax	Tetay	Tetaz	
0	0	1	1	1	1	1	1
1	9	1	1	1	1	1	1
2	18	1	1	1	1	1	1
3	27	1	1	1	1	1	1
4	36	1	1	1	1	1	1
5	45	1	1	1	1	1	1
6	54	1	1	1	1	1	1
7	63	1	1	1	1	1	1
8	72	1	1	1	1	1	1
_____________________________________________________

** Cargas concentradas **
Id	No	Fx (kN)	Fy (kN)	Fz (kN)	Mx (kNm)	My (kNm)	Mz (kNm)	
0	8	1000.0	0.0	0.0	0.0	0.0	0.0
1	17	1000.0	0.0	0.0	0.0	0.0	0.0
2	26	1000.0	0.0	0.0	0.0	0.0	0.0
3	35	1000.0	0.0	0.0	0.0	0.0	0.0
4	44	1000.0	0.0	0.0	0.0	0.0	0.0
5	53	1000.0	0.0	0.0	0.0	0.0	0.0
6	62	1000.0	0.0	0.0	0.0	0.0	0.0
7	71	1000.0	0.0	0.0	0.0	0.0	0.0
8	80	1000.0	0.0	0.0	0.0	0.0	0.0
_____________________________________________________

** Cargas distribuidas **
Id	Elem	Tipo	Valor inicial (kN)	Valor final (kN)	Dist inicial (mm)	Dist final (mm)	
_____________________________________________________

** Deslocamentos aplicados **
Id	No	Fx	Fy	Fz	Mx	My	Mz	
_____________________________________________________

** Desenho **
Pos des x (m)	Pos des y (m)	Centro x (m)	Centro y (m)	Dim x (m)	Dim y (m)	Tetax	Tetay	Tetaz	
0	0	702	297	10.0	10.0	0.0	0.0	0.0
_____________________________________________________

$
